Запрос;Страница;Позиция;Базовая частотность;Очень точная частотность;Эффективность ключевого слова;Количество слов в запросе;Количество объявлений;Документов найдено;Средняя цена клика;Является топонимом;Является вопросом;Число колдунщиков;Новый запрос;Изменение позиции;Смена URL;Дата выдачи;
"сообщение на тему достопримечательности саратова";"http://citysee.ru/russia/pfo/saratovskaya-oblast/saratov-dostoprimechatelnosti-goroda.html";1;3;1;32;5;0;11000;0;1;0;1;0;0;0;"12.01.2020"
"памятники нижнекамска фото";"http://citysee.ru/russia/pfo/respublika-tatarstan/nizhnekamsk-dostoprimechatelnosti-goroda.html";1;17;1;5;3;2;7000000;0;1;0;1;0;3;0;"10.01.2020"
"памятники в глазове";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/glazov-dostoprimechatelnosti-goroda.html";1;168;8;4;3;2;1000000;3.86;1;0;1;0;1;0;"10.01.2020"
"древние памятники глазова";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/glazov-dostoprimechatelnosti-goroda.html";1;2;2;99;3;0;1000000;0;1;0;1;0;0;0;"07.01.2020"
"памятники сарапула фото и описание";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;11;4;36;5;4;6000000;0.06;1;0;2;0;0;0;"10.01.2020"
"город глазов достопримечательности";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/glazov-dostoprimechatelnosti-goroda.html";1;111;3;2;3;0;4000000;1.36;1;0;1;0;1;0;"07.01.2020"
"достопримечательности сарапула фото";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;95;7;7;3;1;6000000;0.04;1;0;1;0;1;0;"07.01.2020"
"достопримечательности сарапул";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;445;4;0;2;1;7000;5.54;1;0;2;0;1;0;"07.01.2020"
"достопримечательности города братска описание";"http://citysee.ru/russia/sfo/irkutskaya-oblast/bratsk-dostoprimechatelnosti-goroda.html";1;14;4;28;4;0;7000000;0.04;1;0;1;0;0;0;"07.01.2020"
"памятники воткинска";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/votkinsk-dostoprimechatelnosti-goroda.html";1;330;6;1;2;0;726000;4.66;1;0;2;0;1;0;"10.01.2020"
"город борисов достопримечательности";"http://citysee.ru/europe/vostochnaya/belarusian/borisov-dostoprimechatelnosti-goroda.html";1;49;11;22;3;0;8000000;0.56;0;0;1;0;1;0;"07.01.2020"
"что можно посмотреть в павловском посаде";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/pavlovskiy-posad-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;8;7;87;6;1;8000000;0.04;0;1;0;0;0;0;"12.01.2020"
"воткинск набережная фото";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/votkinsk-dostoprimechatelnosti-goroda.html";1;4;1;24;3;0;7000000;0;1;0;1;0;0;0;"05.01.2020"
"борисов минская область достопримечательности";"http://citysee.ru/europe/vostochnaya/belarusian/borisov-dostoprimechatelnosti-goroda.html";1;5;3;59;4;2;5000000;0.22;0;0;1;0;2;0;"05.01.2020"
"волоколамск что посмотреть за 1 день";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/volokolamsk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;47;17;36;6;3;17000000;1.7;0;1;0;0;0;0;"05.01.2020"
"достопримечательности братска фото с названиями";"http://citysee.ru/russia/sfo/irkutskaya-oblast/bratsk-dostoprimechatelnosti-goroda.html";1;104;63;60;5;0;11000;0.04;1;0;1;0;1;0;"07.01.2020"
"кратко о гомеле";"http://citysee.ru/europe/vostochnaya/belarusian/gomel-dostoprimechatelnosti-goroda.html";1;13;1;7;3;0;3000000;0.04;0;0;2;0;1;0;"08.01.2020"
"зарайск достопримечательности фото с описанием как доехать";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/zaraysk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;4;3;74;7;0;870000;0.04;0;1;1;0;1;0;"07.01.2020"
"достопримечательности братска фото с описанием";"http://citysee.ru/russia/sfo/irkutskaya-oblast/bratsk-dostoprimechatelnosti-goroda.html";1;37;2;5;5;0;5000000;0;1;0;1;0;0;0;"07.01.2020"
"сегед достопримечательности";"http://citysee.ru/europe/vostochnaya/vengriya/seged-vengriya-dostoprimechatelnosti.html";1;63;10;15;2;1;1000000;4.56;0;0;1;0;0;0;"10.01.2020"
"зарайск достопримечательности что посмотреть за один день";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/zaraysk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;62;42;67;7;3;6000000;1.54;0;1;0;0;0;0;"07.01.2020"
"достопримечательности города братска фото";"http://citysee.ru/russia/sfo/irkutskaya-oblast/bratsk-dostoprimechatelnosti-goroda.html";1;43;19;44;4;1;9000000;0.04;1;0;1;0;0;0;"07.01.2020"
"фаро португалия";"http://citysee.ru/europe/yuzhnaya/portugaliya/faru-portugaliya-dostoprimechatelnosti.html";1;517;169;32;2;4;5000000;8.24;0;0;1;0;5;0;"12.01.2020"
"что посмотреть в зарайске за один день";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/zaraysk-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;59;12;20;7;4;20000000;0.3;0;1;0;0;0;0;"12.01.2020"
"иркутск фото города достопримечательности";"http://citysee.ru/russia/sfo/irkutskaya-oblast/irkutsk-dostoprimechatelnosti-goroda.html";1;48;3;6;4;2;6000000;0.08;1;0;1;0;2;0;"08.01.2020"
"город фару португалия фото";"http://citysee.ru/europe/yuzhnaya/portugaliya/faru-portugaliya-dostoprimechatelnosti.html";1;6;4;66;4;3;9000000;0.24;0;0;1;0;2;0;"07.01.2020"
"один день в звенигороде";"http://citysee.ru/russia/tsfo/moskovskaya-oblast/zvenigorod-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;1686;1;0;4;3;11000000;9.78;0;0;0;0;0;0;"09.01.2020"
"иркутские достопримечательности фото";"http://citysee.ru/russia/sfo/irkutskaya-oblast/irkutsk-dostoprimechatelnosti-goroda.html";1;57;1;1;3;0;7000000;0.1;0;0;1;0;2;0;"08.01.2020"
"faro город";"http://citysee.ru/europe/yuzhnaya/portugaliya/faru-portugaliya-dostoprimechatelnosti.html";1;16;2;12;2;3;5000000;1.34;0;0;1;0;3;0;"05.01.2020"
"памятники города ржева";"http://citysee.ru/russia/tsfo/tverskaya-oblast/rzhev-dostoprimechatelnosti-goroda.html";1;178;1;0;3;0;4000000;1.26;0;0;1;0;0;0;"10.01.2020"
"достопримечательности ачинска фото с названиями и описанием";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/achinsk-dostoprimechatelnosti-goroda.html";1;12;11;91;7;0;12000;0;1;0;1;0;0;0;"07.01.2020"
"любек германия достопримечательности";"http://citysee.ru/europe/zapadnaya/germaniya/lyubek-germaniya-dostoprimechatelnosti.html";1;114;93;81;3;1;8000;5.98;0;0;1;0;1;0;"08.01.2020"
"тверь достопримечательности что";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;681;7;1;3;0;11000000;9.68;1;1;1;0;2;0;"12.01.2020"
"достопримечательности канска фото";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/kansk-dostoprimechatelnosti-goroda.html";1;50;1;1;3;0;7000000;0;1;0;1;0;1;0;"07.01.2020"
"достопримечательности пассау";"http://citysee.ru/europe/zapadnaya/germaniya/passau-germaniya-dostoprimechatelnosti.html";1;132;2;1;2;1;653000;0.58;0;0;1;0;0;0;"07.01.2020"
"тверь достопримечательности что посмотреть за один день";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;442;9;2;7;0;17000000;8.18;1;1;0;0;0;0;"12.01.2020"
"минусинск достопримечательности фото";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/minusinsk-dostoprimechatelnosti-goroda.html";1;39;1;2;3;2;6000000;0.04;0;0;2;0;0;0;"09.01.2020"
"достопримечательности бор нижегородская область";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";1;68;6;8;4;2;5000000;0.12;1;0;2;0;2;0;"07.01.2020"
"достопримечательности твери за 1 день";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;142;1;0;5;1;16000000;4.42;1;0;0;0;0;0;"06.01.2020"
"зеленогорск красноярский край достопримечательности фото с описанием";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zelenogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html";1;7;6;85;7;1;9000000;0;0;0;1;0;0;0;"08.01.2020"
"достопримечательности бора нижегородской области";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/gorod-bor-nizhegorodskaya-oblast-dostoprimechatelnosti.html";1;68;5;7;4;2;5000000;0.12;1;0;1;0;1;0;"07.01.2020"
"достопримечательности твери за один день";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;725;218;30;5;1;16000000;3.06;1;0;1;0;0;0;"06.01.2020"
"достопримечательности зеленогорска красноярского края";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zelenogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html";1;57;23;40;4;0;3000000;0.04;0;0;1;0;0;0;"07.01.2020"
"достопримечательности сарова фото и описание";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";1;6;1;16;5;0;3000000;0;1;0;1;0;0;0;"07.01.2020"
"достопримечательности твери за один день краткое содержание";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;1;1;98;7;1;10000;0;1;0;1;0;0;0;"06.01.2020"
"достопримечательности города зеленогорска красноярского края";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zelenogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html";1;9;4;44;5;1;6000000;0.04;0;0;1;0;0;0;"07.01.2020"
"саров город достопримечательности";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";1;60;5;8;3;2;4000000;0.1;1;0;1;0;0;0;"10.01.2020"
"тверь что посмотреть за один день";"http://citysee.ru/russia/tsfo/tverskaya-oblast/tver-dostoprimechatelnosti-chto-posmotret-za-1-den.html";1;1441;63;4;6;3;8000;11.1;1;1;1;0;0;0;"12.01.2020"
"достопримечательности города железногорска красноярского края";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zheleznogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html";1;20;9;44;5;1;6000000;0.04;1;0;1;0;1;0;"07.01.2020"
"саров достопримечательности фото с описанием";"http://citysee.ru/russia/pfo/nizhegorodskaya-oblast/sarov-dostoprimechatelnosti-goroda.html";1;11;4;36;5;3;1000000;0;1;0;1;0;0;0;"10.01.2020"
"достопримечательности мурома за один день";"http://citysee.ru/russia/tsfo/vladimirskaya-oblast/murom-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;369;36;9;5;0;21000000;3.5;1;0;0;0;0;0;"07.01.2020"
"чем знаменит омск кратко";"http://citysee.ru/russia/sfo/omskaya-oblast/omsk-dostoprimechatelnosti-interesnyie-mesta.html";1;21;13;61;4;0;2000000;0;1;0;2;0;0;0;"12.01.2020"
"памятники города чайковский";"http://citysee.ru/russia/pfo/permskiy-kray/chajkovskij-dostoprimechatelnosti-goroda.html";1;159;7;4;3;1;5000000;0.18;1;0;1;0;0;0;"10.01.2020"
"достопримечательности города россошь";"http://citysee.ru/russia/tsfo/voronezhskaya-oblast/rossosh-dostoprimechatelnosti-goroda.html";1;64;24;37;3;0;4000000;0.04;0;0;1;0;0;0;"07.01.2020"
"омские достопримечательности с историей";"http://citysee.ru/russia/sfo/omskaya-oblast/omsk-dostoprimechatelnosti-interesnyie-mesta.html";1;9;2;22;4;0;411000;0;0;0;1;0;0;0;"09.01.2020"
"памятники в чайковском";"http://citysee.ru/russia/pfo/permskiy-kray/chajkovskij-dostoprimechatelnosti-goroda.html";1;1213;12;0;3;0;1000000;14.84;1;0;2;0;0;0;"10.01.2020"
"россошь что посмотреть";"http://citysee.ru/russia/tsfo/voronezhskaya-oblast/rossosh-dostoprimechatelnosti-goroda.html";1;24;3;12;3;2;6000000;0.1;0;1;1;0;0;0;"11.01.2020"
"достопримечательности буйнакска";"http://citysee.ru/russia/skfo/respublika-dagestan/bujnaksk-dostoprimechatelnosti.html";1;70;24;34;2;0;641000;0.1;0;0;1;0;0;0;"07.01.2020"
"лысьва достопримечательности";"http://citysee.ru/russia/pfo/permskiy-kray/lysva-dostoprimechatelnosti-goroda.html";1;186;27;14;2;0;856000;0.42;0;0;1;0;0;0;"08.01.2020"
"достопримечательности переславля залесского за один день";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/pereslavl-zalesskiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;354;59;16;6;1;11000000;3.82;0;0;0;0;0;0;"07.01.2020"
"город каспийск достопримечательности";"http://citysee.ru/russia/skfo/respublika-dagestan/kaspijsk-dostoprimechatelnosti.html";1;36;7;19;3;0;4000000;0.04;1;0;1;0;0;0;"06.01.2020"
"достопримечательности лысьвы пермский край";"http://citysee.ru/russia/pfo/permskiy-kray/lysva-dostoprimechatelnosti-goroda.html";1;10;1;9;4;2;2000000;0;0;0;1;0;1;0;"07.01.2020"
"переславль залесский достопримечательности за 1 день";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/pereslavl-zalesskiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;52;28;53;6;5;16000000;3.96;0;0;1;0;0;0;"10.01.2020"
"каспийск достопримечательности";"http://citysee.ru/russia/skfo/respublika-dagestan/kaspijsk-dostoprimechatelnosti.html";1;202;29;14;2;0;697000;0.2;1;0;1;0;0;0;"07.01.2020"
"памятник ленину в альметьевске история";"http://citysee.ru/russia/pfo/respublika-tatarstan/almetevsk-dostoprimechatelnosti-goroda.html";1;3;1;32;5;0;4000000;0;1;0;1;0;0;0;"09.01.2020"
"переславль залесский достопримечательности что посмотреть за 1";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/pereslavl-zalesskiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;24;1;4;7;5;15000000;1.7;0;1;0;0;0;0;"10.01.2020"
"достопримечательности кизляра";"http://citysee.ru/russia/skfo/respublika-dagestan/kizlyar-dostoprimechatelnosti.html";1;143;33;23;2;0;464000;0.14;0;0;1;0;3;0;"07.01.2020"
"достопримечательности города альметьевска";"http://citysee.ru/russia/pfo/respublika-tatarstan/almetevsk-dostoprimechatelnosti-goroda.html";1;58;3;5;3;0;4000000;0.64;1;0;1;0;1;0;"07.01.2020"
"переславль залесский достопримечательности что посмотреть за один";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/pereslavl-zalesskiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;242;3;1;7;3;7000000;3.44;0;1;0;0;0;0;"10.01.2020"
"достопримечательности махачкалы на карте";"http://citysee.ru/russia/skfo/respublika-dagestan/mahachkala-dostoprimechatelnosti.html";1;7;2;28;4;0;9000000;0;1;0;1;0;3;0;"07.01.2020"
"чем знаменита бугульма";"http://citysee.ru/russia/pfo/respublika-tatarstan/bugulma-dostoprimechatelnosti-goroda.html";1;45;15;33;3;1;1000000;0.04;1;0;1;0;0;0;"12.01.2020"
"переславль залесский что посмотреть за 1 день";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/pereslavl-zalesskiy-dostoprimechatelnosti-chto-posmotret-za-odin-den.html";1;134;18;13;7;6;7000;3.86;0;1;0;0;1;0;"10.01.2020"
"мечеть нижнекамска рисунок";"http://citysee.ru/russia/pfo/respublika-tatarstan/nizhnekamsk-dostoprimechatelnosti-goroda.html";1;18;1;5;3;2;21000;0;1;0;1;1;0;0;"09.01.2020"
"ярославль достопримечательности что посмотреть за 2";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/yaroslavl-dostoprimechatelnosti-chto-posmotret-za-2-dnya.html";1;334;1;0;6;5;15000000;8.12;1;1;1;0;0;0;"12.01.2020"
"памятники города глазова";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/glazov-dostoprimechatelnosti-goroda.html";1;40;4;9;3;1;4000000;1.28;1;0;1;0;0;0;"10.01.2020"
"что посмотреть в ярославле за 2 дня";"http://citysee.ru/russia/tsfo/yaroslavskaya-oblast/yaroslavl-dostoprimechatelnosti-chto-posmotret-za-2-dnya.html";1;418;97;23;7;5;16000000;7.82;1;1;1;0;0;0;"12.01.2020"
"достопримечательности ижевска описание";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/izhevsk-dostoprimechatelnosti-goroda.html";1;191;4;2;3;0;4000000;0.04;1;0;1;0;2;0;"07.01.2020"
"славянск на кубани достопримечательности фото";"http://citysee.ru/russia/yufo/krasnodarskiy-kray/slavyansk-na-kubani-dostoprimechatelnosti.html";1;36;1;2;5;2;6000000;0.04;0;0;1;0;0;0;"12.01.2020"
"сарапул что посмотреть";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;43;11;25;3;0;5000000;0.46;1;1;1;0;1;0;"11.01.2020"
"памятники славянска на кубани";"http://citysee.ru/russia/yufo/krasnodarskiy-kray/slavyansk-na-kubani-dostoprimechatelnosti.html";1;300;1;0;4;3;955000;5.86;0;0;2;0;2;0;"10.01.2020"
"достопримечательности города сарапула";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;63;10;15;3;1;7000;1.36;1;0;2;0;1;0;"07.01.2020"
"сообщение о памятнике города шахты";"http://citysee.ru/russia/yufo/rostovskaya-oblast/shahtyi-dostoprimechatelnosti-goroda.html";1;1;1;98;5;2;665000;0.04;0;0;1;0;0;0;"11.01.2020"
"сарапул город достопримечательности";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;63;1;1;3;1;4000000;0.08;1;0;2;0;2;0;"11.01.2020"
"достопримечательности калач на дону";"http://citysee.ru/russia/yufo/volgogradskaya-oblast/kalach-na-donu-dostoprimechatelnosti.html";1;56;2;3;4;2;2000000;0.16;0;0;1;0;0;0;"07.01.2020"
"город сарапул достопримечательности фото";"http://citysee.ru/russia/pfo/udmurtskaya-respublika/sarapul-dostoprimechatelnosti-goroda.html";1;22;11;49;4;0;9000000;0.04;1;0;2;0;2;0;"07.01.2020"
"достопримечательности калача на дону волгоградской области";"http://citysee.ru/russia/yufo/volgogradskaya-oblast/kalach-na-donu-dostoprimechatelnosti.html";1;7;3;42;6;1;5000000;0.06;0;0;1;0;0;0;"07.01.2020"
"город братск достопримечательности фото с описанием";"http://citysee.ru/russia/sfo/irkutskaya-oblast/bratsk-dostoprimechatelnosti-goroda.html";1;4;1;24;6;1;9000000;0;1;0;1;0;1;0;"07.01.2020"
"достопримечательности иркутска фото с названиями";"http://citysee.ru/russia/sfo/irkutskaya-oblast/irkutsk-dostoprimechatelnosti-goroda.html";1;196;67;34;5;2;4000000;0.12;1;0;1;0;0;0;"07.01.2020"
"ачинский городской";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/achinsk-dostoprimechatelnosti-goroda.html";1;2535;8;0;2;0;2000000;3.32;0;0;2;0;16;0;"06.01.2020"
"ачинск достопримечательности города";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/achinsk-dostoprimechatelnosti-goroda.html";1;68;9;13;3;0;3000000;0.08;1;0;1;0;0;0;"06.01.2020"
"достопримечательности города ачинска";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/achinsk-dostoprimechatelnosti-goroda.html";1;68;18;26;3;0;4000000;0.08;1;0;1;0;0;0;"07.01.2020"
"памятники города канска";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/kansk-dostoprimechatelnosti-goroda.html";1;43;4;9;3;0;4000000;0.04;1;0;1;0;0;0;"10.01.2020"
"достопримечательности железногорска красноярского края";"http://citysee.ru/russia/sfo/krasnoyarskiy-kray/zheleznogorsk-krasnoyarskij-kraj-dostoprimechatelnosti.html";1;65;19;29;4;0;3000000;0.04;1;0;1;0;1;0;"07.01.2020"
"сколько достопримечательностей в омске";"http://citysee.ru/russia/sfo/omskaya-oblast/omsk-dostoprimechatelnosti-interesnyie-mesta.html";1;15;2;13;4;0;2000000;0.04;1;1;1;0;1;0;"11.01.2020"
"достопримечательности города избербаш";"http://citysee.ru/russia/skfo/respublika-dagestan/izberbash-dostoprimechatelnosti.html";1;17;1;5;3;1;4000000;0.04;0;0;1;0;0;0;"07.01.2020"
